id	bin_maj	bin_one	bin_all	multi_maj	disagree_bin
714b456745fcaaf2e84c1f4057581d9d	0	0	0	0-Kein	0
179a1e3c2f25d055bcef7f643961ad5c	0	0	0	0-Kein	0
a654edf62d16e849d1a7f28e7a98763c	0	0	0	0-Kein	0
a3117fe611d655773eb4ef2078f54f75	0	0	0	0-Kein	0
a233ef521ffe24a96534f0b9aaa440d7	0	0	0	0-Kein	0
cfbc6e0121275650a8e0bbf4d019f41e	0	0	0	0-Kein	0
5e77812ad8e039d423d06e467144ee40	0	0	0	0-Kein	0
1c768a12a7fe1c485ce623eebebc188c	0	0	0	0-Kein	0
d46af1c8fb800fc59af3793bdc51ed26	0	0	0	0-Kein	0
fe82e541f4dab9f4656181926387d8eb	0	0	0	0-Kein	0
08293804a610bb35b603877372f4a32f	0	0	0	0-Kein	0
8789f844cc4df2c261c2bd7c38ddf853	0	0	0	0-Kein	0
d92869fabca3fa69da86348734dfeaf9	0	0	0	0-Kein	0
a1bb18bcf2ce778ba3e7863fc8a9f545	0	0	0	0-Kein	0
98ab331f80a3d1dde7510464312447c4	0	0	0	0-Kein	0
2d47d6d9f44e82c1a6ce33bae10fb856	0	0	0	0-Kein	0
599f5721f95f277ebbd3976920517da9	0	0	0	0-Kein	0
41604b06a6208048cc0c943cd958d91c	0	0	0	0-Kein	0
e440a4a94089fef1e7a7e0872ff0af75	0	0	0	0-Kein	0
fe476860b779f568b5eda3033a5c9618	0	0	0	0-Kein	0
07876ae54748b3a93e785a4a0a3aea88	0	0	0	0-Kein	0
f1d61b1202555fab9cbf2e118563c950	0	0	0	0-Kein	0
45e047b4d843c904cc7f08244f8a8e43	0	0	0	0-Kein	0
3ac9783e030750289db966af329b059b	0	0	0	0-Kein	0
12394232edbc915a684791dcb4002836	0	0	0	0-Kein	0
03a8628c6ae1758870e8e257fb9ae601	0	0	0	0-Kein	0
6aa6e2d60d8159f1c49a21a8947cea42	0	0	0	0-Kein	0
acbdb4798915c31495766b9140e0e9b7	0	0	0	0-Kein	0
7750c5bf8dbcba823c35ebfba5c2405f	0	0	0	0-Kein	0
ca01c47d27b18d862fe5c0f33cfdd3e7	0	0	0	0-Kein	0
9011f3d85b847694717ff79759ed5588	0	0	0	0-Kein	0
6dc43a84080daffdd300341d2c2257eb	0	0	0	0-Kein	0
4713b77f68303dbbd2b0264be2dcd5c7	0	0	0	0-Kein	0
8ca571fad066b395f40dfd3d08e277e1	0	0	0	0-Kein	0
62d9b51cf32313868926d86f28616c2a	0	0	0	0-Kein	1
976ecedeea3b7abe028b9ea457a6318c	0	1	0	0-Kein	0
256cb2147fc0c733f67e538ee27fd207	0	0	0	0-Kein	0
9ff3c1a784c4621440d4899c4cafbe11	0	0	0	0-Kein	0
667955a72a5d80152f24f19d1a0fcfa2	0	0	0	0-Kein	0
f7e5b7cbc118ecc4551860d574ae1ac8	0	0	0	0-Kein	0
da7538a5aadc1f02202f7666d9b4cba6	0	0	0	0-Kein	1
86841ef1b756466635d20cd0bb3a1eba	0	0	0	0-Kein	1
d76f9f17aef57818650b6240c613cae8	0	0	0	0-Kein	0
448d947e04f1806e8a1a707d13e043b1	0	0	0	0-Kein	0
38dbc57ddb1de99248c815228a3e6077	0	0	0	0-Kein	0
24b2ad5f08a88cd1849287e495ed5014	0	0	0	0-Kein	1
a584e49f4665f2ebbef2c1643a9bc723	0	0	0	0-Kein	0
ef53785d0396c7a7f7ac7cb56432f6e3	0	0	0	0-Kein	1
6e1969a6c9229e8df95e72653efff31e	0	0	1	0-Kein	0
b3c75af3cabc765653e5eda65d19ea24	0	0	0	0-Kein	0
510961b6e83cbdaffc0be2037702a72b	0	0	0	0-Kein	0
b2eee9b24c651a0bd25a42d90a07a70d	0	0	1	0-Kein	1
e3ebfd83f4d631d1b053f10d1a7b2d7b	0	0	0	0-Kein	0
7674a82bec5fda61df79445ab6f6c6b6	0	0	0	0-Kein	0
ad98c9cc09e545d2a7584574a78b97d9	0	0	0	0-Kein	0
036eb0bcbee610d8953878da570f0c64	0	0	0	0-Kein	0
912dd368172e612d91f3d39359800edc	0	0	0	0-Kein	0
1bd0fc5a421de4cd1a7eaa6df1bd17b4	0	0	0	0-Kein	0
68e078f2d83ba55819f394514a5b4a09	0	0	0	0-Kein	0
4d5370f0982f50f33e13baadb0dd697a	0	0	0	0-Kein	0
39a5cff44994fc77862053b49a712283	0	0	0	0-Kein	0
ff5b8ba4e42d53fca6d66b93a9819049	0	0	0	0-Kein	0
3878c678003e8943fd202b4fe1084984	0	0	0	0-Kein	0
c0202024a0e688193644d1c6c63b2700	0	0	0	0-Kein	0
b97ada59ca82d7bad0a6824997874e5e	0	0	0	0-Kein	0
69223fbccaac0cec0d4150c163083771	0	0	0	0-Kein	0
46258abaa8d390a0aa6d7e700bcb2663	0	0	0	0-Kein	0
e205ab856dd90c160eb173f16a0d0c51	0	0	0	0-Kein	0
19b6e4ea99c85bda56460f893ae536e8	0	0	0	0-Kein	0
7d663e03a88917909256be0cea161187	0	0	1	0-Kein	0
9b2d298b8935b95615ede247073f2d05	0	0	0	0-Kein	0
4cda7fe7f3258c053a2d55435c313aa0	0	0	0	0-Kein	0
4e601b1beda0d737442d5f71feddb68d	0	0	0	0-Kein	0
8b13363603bba2285aa495305abb3243	0	0	0	0-Kein	1
61be9adf023652f4d4ab9c68632a167c	0	0	0	0-Kein	0
d73fd28aa41591de295e9334401680e6	0	0	0	0-Kein	0
8067475592c79797c86f09514b7f82ba	0	0	0	0-Kein	0
e908b9d68c59ab9b2ce5667f9926145f	0	0	0	0-Kein	0
d197f26abcd29f874a1cd91dd0388586	0	0	0	0-Kein	0
2955e29b8200967ad86c85539974bb1f	0	0	0	0-Kein	0
5726d9c1f66c926f5003b315d6a243af	0	0	0	0-Kein	0
617f82f6f95954d1eae2fc2f8f631a33	0	0	0	0-Kein	0
b90c58b62a0ff40f8c52aac3e5346efc	0	0	0	0-Kein	0
decd14b9b888c1166d37e52560e0353c	0	0	0	0-Kein	0
221e8daa9a2c531857157ddf3f4c39fd	0	0	0	0-Kein	0
cd293ff22e755c7edca19c178cbf9fb9	0	0	0	0-Kein	0
f766c0d70c561cf3df60883283385b98	0	0	0	0-Kein	0
7cef26078d87dabe6dc955c64c3bbacc	0	0	0	0-Kein	0
12e3730aa3efd3abe52771c2c4cf3899	0	0	0	0-Kein	0
45c19e20e207ec3881cc39cb616bb983	0	0	0	0-Kein	0
b91b7cc2d677696d43e0423acce07d41	0	0	0	0-Kein	0
b012cda63790f7e6f9d6b86fe0d6e649	0	0	0	0-Kein	0
b49a36d082682b04ba521716d3b2ee31	0	0	0	0-Kein	0
be012dfc3dcc1b08040c9e0bdc38543c	0	0	0	0-Kein	0
8cd8d6bfd2fc11e992dac364fc87733f	0	0	0	0-Kein	0
d23e660ccc1256a2ab62545995cc065d	0	0	0	0-Kein	0
f894eace52669a444100fc45268aca62	0	0	0	0-Kein	0
5cf47a5f0ceaf2c080e614b010769ec3	0	0	0	0-Kein	0
1bf82c68760ed6dacdafaa96c4bb5b0d	0	0	0	0-Kein	0
6c3d861aa651a70abd66d5afdc58b2db	0	0	0	0-Kein	0
51d614c8b56498e24c26d17e0b827dbe	0	0	1	0-Kein	0
2a387325835646a32415b36b2143600e	0	0	0	0-Kein	0
fb001863f1f1e13ba9a25a5520128042	0	0	0	0-Kein	0
780175ad00183d9015468362d2188cec	0	0	0	0-Kein	0
e1cd1109eadfd3b35eb171421631eec8	0	0	0	0-Kein	0
b77c301c5a1521b477d36d59669ef8dc	0	0	0	0-Kein	0
66aa81358ec8519f9fffdf8a7c124f01	0	0	0	0-Kein	0
851d103e929f213914e55764cbf27f95	0	0	0	0-Kein	0
e4003e8f0f1c76363608f2e0dba3a50d	0	0	0	0-Kein	0
c6c1e918d18e422502b71cfb49ca0547	0	0	0	0-Kein	0
b8dae88451ee331dedcf77067d06871b	0	0	0	0-Kein	0
067cfc69074dac7dfcab6f86b8a7db80	0	0	0	0-Kein	0
90ba110a1bba8e399747b89221b9bd4d	0	0	0	0-Kein	0
0edbf9fd43d6edcd341bf52a98eb4aeb	0	0	0	0-Kein	0
4f8408fbf8df90aaa720e05448cc5cea	0	0	0	0-Kein	0
